Lien,,AuteurÊ,Titre bref,Lieu/Imprimeur,Date,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=107&tbl=gln_edit&no=168,108,J. Calvin,De vitandis superstitionibus,"Ge, J. Girard.",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=108&tbl=gln_edit&no=47,109,J. Calvin,Defensio sanæ et orthodoxæ doctrinæ adversus calumnias A. Pighii,"Ge, J. Girard.",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=109&tbl=gln_edit&no=169,110,J. Calvin,Des scandales.,"Ge, J. Crespin.",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=110&tbl=gln_edit&no=48,111,J. Calvin & al.,Deux epistres. L'une demonstre comment nostre Seigneur Jesus Christ est la fin de la loy ; l'autre pour consoler les fideles qui souffrent persecution pour le Nom de Jesus,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=111&tbl=gln_edit&no=80,112,J. Calvin & al.,Deux epistres. L'une demonstre comment nostre Seigneur Jesus Christ est la fin de la loy ; l'autre pour consoler les fideles qui souffrent persecution pour le Nom de Jesus,"[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=112&tbl=gln_edit&no=95,113,J. Calvin,"Deux sermons faitz en la ville de Geneve, l'un le mercredy 4e de Novembre 1545, le second le mercredy suyvant, mis par écrit par Jean Cousin","Ge, J. Girard.",1546,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=113&tbl=gln_edit&no=63,114,J. Calvin,Epinicion Christo cantatum,"Ge, J. Girard.",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=114&tbl=gln_edit&no=170,115,J. Calvin,Epistolæ duæ de rebus hoc seculo cognitu necessariis,"Ge, [J. Crespin].",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=115&tbl=gln_edit&no=33,116,J. Calvin,Epistre au treschrestien roy de France Françoys premier.,"[Ge], [M. Du Bois].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=116&tbl=gln_edit&no=34,117,[J. Calvin],Epistre au treschrestien roy de France Françoys premier.,"[Ge], [M. Du Bois].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=117&tbl=gln_edit&no=64,118,J. Calvin,Excuse à Messieurs les Nicodémites.,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=118&tbl=gln_edit&no=40,119,J. Calvin,Exposition sur l'epistre de sainct Judas.,"[Ge], [J. Girard].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=119&tbl=gln_edit&no=50,120,J. Calvin,Exposition sur l'epistre de sainct Paul aux Romains.,"Ge, J. Girard.",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=120&tbl=gln_edit&no=143,121,[J. Calvin],Forme des Prieres Ecclesiastiques,"[Ge], [J. Girard].",1549,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=121&tbl=gln_edit&no=52,122,[J. Calvin],Forme des prieres ecclesiastiques.,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=122&tbl=gln_edit&no=108,123,[J. Calvin],Forme des prieres Ecclesiastiques.,"[Ge], [J. Girard].",1547,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=123&tbl=gln_edit&no=125,124,[J. Calvin],Forme des Prieres Ecclesiastiques.,"[Ge], [J. Girard].",1548,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=124&tbl=gln_edit&no=172,125,[J. Calvin],Forme des Prieres ecclesiastiques.,"[Ge], [J. Girard].",[± 1550],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=125&tbl=gln_edit&no=7001,126,[J. Calvin],Forme des Prieres ecclesiastiques.,"Ge, [A. & J. Rivery] etc..",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=126&tbl=gln_edit&no=41,127,[J. Calvin],Forme des prieres et chantz ecclesiastiques.,"[Ge], [J. Girard].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=127&tbl=gln_edit&no=97,128,[J. Calvin],Histoire d'un meurtre execrable: commis en la personne de Jehan Dias.,"[Ge], [J. Girard].",1546,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=128&tbl=gln_edit&no=173,129,J. Calvin,Institutio totius christianæ religionis. Catechismus,"Ge, J. Girard.",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=129&tbl=gln_edit&no=84,130,J. Calvin,"Institution de la religion chrestienne, translatée en francoys","Ge, J. Girard.",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=130&tbl=gln_edit&no=35,131,J. Calvin,Institution de la religion chrestienne.,"[Ge], [M. Du Bois].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=131&tbl=gln_edit&no=10,132,[J. Calvin],Instruction et confession de foy dont on use en l'Eglise de Geneve,"[Ge], [W. Koeln].",[1537],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=132&tbl=gln_edit&no=144,133,J. Calvin,Interim adultero-germanum [1re édition],"[Ge], [J. Girard].",1549,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=133&tbl=gln_edit&no=145,134,J. Calvin,Interim adultero-germanum [2e edition],"[Ge], [J. Girard].",1549,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=134&tbl=gln_edit&no=147,135,J. Calvin,"Interim, c'est-à-dire provision faicte sur les differens de la religion. Avec la vraye façon de reformer l'Eglise Chrestienne","[Ge], [J. Girard].",1549,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=135&tbl=gln_edit&no=85,136,J. Calvin,"Libellus de Cœna Domini, traduit par Nicolas Des Gallars","Ge, J. Girard.",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=136&tbl=gln_edit&no=67,137,[J. Calvin],Petit traicté de la saincte Cene,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=137&tbl=gln_edit&no=150,138,J. Calvin,Petit traicté de la saincte Cene de N. S. Jesus Christ.,"[Ge], [J. Girard].",1549,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=138&tbl=gln_edit&no=37,139,J. Calvin,Petit traicté de la saincte Cene.,"Ge, M. Du Bois.",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=139&tbl=gln_edit&no=43,140,[J. Calvin],Petit traicté de la saincte Cene.,"[Ge], [J. Girard].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=140&tbl=gln_edit&no=86,141,[J. Calvin],Petit traicté de la saincte Cene.,"[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=141&tbl=gln_edit&no=55,142,J. Calvin,Petit traicté monstrant que c'est que doit faire un homme fidele congnoissant la verité de l'evangile : quand il est entre les papistes.,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=142&tbl=gln_edit&no=68,143,J. Calvin,Petit traicté monstrant que c'est que doit faire un homme fidele quand il est entre les papistes.,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=143&tbl=gln_edit&no=1452,144,J. Calvin,Petit traicté monstrant que doit faire un fidele... Supplément à l'édition de 1545,"[Ge], [J. Girard].",1546,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=144&tbl=gln_edit&no=87,145,J. Calvin,Petit traicté monstrant que doit faire un homme fidele entre les papistes. Ensemble l'Excuse faicte sur cela aux Nicodemites,"[Ge], [J. Girard].",1545 (-1546),
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=145&tbl=gln_edit&no=56,146,J. Calvin,Supplex exhortatio ad Carolum Quintum,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=146&tbl=gln_edit&no=57,147,[J. Calvin],Supplex exhortatio ad Carolum Quintum,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=147&tbl=gln_edit&no=69,148,[J. Calvin],"Supplication et remonstrance, sur le faict de la Chrestienté, et de la reformation de l'Eglise.","[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=148&tbl=gln_edit&no=70,149,[J. Calvin],"Supplication et remonstrance, sur le faict de la Chrestienté, et de la reformation de l'Eglise.","[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=149&tbl=gln_edit&no=175,150,J. Calvin,Traicté tresexcellent de la vie Chrestienne.,"Ge, J. Crespin etc..",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=150&tbl=gln_edit&no=1359,151,[J. v. Campen],"Paraphrase, c'est à dire claire et briefve interpretation sur les psalmes de David et sur l'Ecclesiaste","[Ge], J. Girard.",[1542 ?],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=151&tbl=gln_edit&no=5820,152,J. Carion,"Prognostication Dallemaigne pour l’an 1534, translatée par W. Köln","[Ge], [W. Koeln].",[1533],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=152&tbl=gln_edit&no=1308,153,J. Carion,Pronostication D'allemaigne pour l’an Mil D. xxxvi.,"[Ge], [W. Koeln].",[1535],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=153&tbl=gln_edit&no=1378,154,P. Caroly & al.,"Une Epistre envoiée à Maistre Guillaume Farel, avec la response","Ge, J. Girard.",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=154&tbl=gln_edit&no=1360,155,S. Castellion,Dialogi sacri latino gallici.,"[Ge], [J. Girard].",[1542] « 1553 »,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=155&tbl=gln_edit&no=1379,156,S. Castellion,Dialogorum sacrorum liber secundus et tertius,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=156&tbl=gln_edit&no=1480,157,Cato,Catho pro pueris ad recongnitionnem Erasmi Roterodami sedulo emendatus,"Ge, G. Koeln, dit Vigean.",1548,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=157&tbl=gln_edit&no=1311,158,Ce que les,Ce que les hostes ou hostesses observeront et feront observer che eulx,"[Ge], [W. Koeln].",[1536],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=158&tbl=gln_edit&no=1320,159,Chansons,Chansons,"[Ge], [J. Girard].",[± 1538],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=159&tbl=gln_edit&no=1309,160,Chansons,Chansons nouvelles demonstrantz plusieurs erreurs et faulsetez.,"[Ge], [W. Koeln].",[± 1535],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=160&tbl=gln_edit&no=1380,161,F. Chappuys,Sommaire contenant certains et vrais remedes contre la peste,"Ge, [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=161&tbl=gln_edit&no=1464,162,F. Chappuys,Sommaire contenant certains et vrais remedes contre la peste,"Ge, s.n..",1548,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=162&tbl=gln_edit&no=5818,163,Clément VII,"[Bulle datée de Rome, le 14 juin 1532, ordonannt un jeûne et des prières à l'occasion des progrès de l'armée turque]","[Ge], [W. Koeln].",1532,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=163&tbl=gln_edit&no=5817,164,Clément VII,[Lettres d'indulgence du pape Clément VII résultant d'une décision de 1529 en faveur de la Croisade],"[Ge], [W. Koeln ?].",1531,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=164&tbl=gln_edit&no=1817,165,J. de Coignac,Huict satyres de l'estat et vie des moines,"[Ge], [A. & J. Rivery] etc..",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=165&tbl=gln_edit&no=1328,166,Confession,Confession de foy faicte par le chrestien ioyeux en Christ.,"[Ge], [J. Michel].",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=166&tbl=gln_edit&no=1361,167,Confession,Confession et raison de la foy de Maistre Noel Beda.,"[Ge], [J. Michel].",[± 1542],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=167&tbl=gln_edit&no=1403,168,Consolation,Consolation de frere Olivier Maillard,"[Ge], [J. Girard ?].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=168&tbl=gln_edit&no=1404,169,C. S. Curione,Pasquillus ecstaticus,"Ge, J. Girard.",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=169&tbl=gln_edit&no=1405,170,C. S. Curione,Pasquillus ecstaticus,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=170&tbl=gln_edit&no=1456,171,[C. S. Curione],Visions de Pasquille.,"[Ge], [J. Girard].",1547,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=171&tbl=gln_edit&no=1434,172,Démontrance,"Demonstrance des abuz de l'eglise, des constitutions humaines, de l'Eglise de Christ, et de l'Antechrist, des vœux des Moines, et si en les rompant on offense Dieu","[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=172&tbl=gln_edit&no=1473,173,N. Des Gallars,Pro Joanne Calvino ad ineptias Joannis Cochlæi responsio,"[Ge], [J. Girard].",1549,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=173&tbl=gln_edit&no=5814,174,Deux,Deux couronnementz du très illustre et puissant prince Charles,"Ge, W. Koeln.",[1530],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=174&tbl=gln_edit&no=5821,175,Dies,Dies feriati observati in ducatu Sabaudie et comitatu Gebenensi,"Ge, G. Pomard.",1533,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=175&tbl=gln_edit&no=5758,176,Doctrine,Doctrine et instruction des chrestiens.,"Ge, W. Koeln.",[1532],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=176&tbl=gln_edit&no=1381,177,[A. Du Pinet],Exposition sur l'Apocalypse de Sainct Jehan.,"Ge, J. Girard.",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=177&tbl=gln_edit&no=1435,178,A. Du Pinet,"Exposition sur l'apocalypse, reveue, et augmentée de nouveau","Ge, J. Girard.",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=178&tbl=gln_edit&no=1330,179,[A. Du Pinet],Familiere et brieve exposition sur l'Apocalypse.,"Ge, J. Girard.",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=179&tbl=gln_edit&no=1339,180,[A. Du Pinet],Familiere et brieve exposition sur l'Apocalypse.,"[Ge], [J. Girard].",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=180&tbl=gln_edit&no=1431,181,[J. Du Val],Chansons spirituelles pleines de doctrine,"[Ge ?], [J. Girard ?].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=181&tbl=gln_edit&no=1362,182,[N. Du Val],Chansons demonstrant les erreurs et abus du temps present.,"[Ge], [J. Girard].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=182&tbl=gln_edit&no=5909,183,D’une,"D'une escharmouche donnée à Levrerszdorff, le viij. jour de septembre l’an Mil. ccccc. xxxij.","[Ge], W. Koeln.",[1532],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=183&tbl=gln_edit&no=1314,184,Édit,"Edit de convocation du Conseil de Berne pour la dispute du 1er octobre 1536 : Nous l'advoyé, Petit et Grand Conseil","[Ge], [W. Koeln].",1536,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=184&tbl=gln_edit&no=1329,185,M. d’Ennetière,Epistre tres utile envoyée à la Royne de Navarre seur du Roy de France.,"« An », [J. Girard].",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=185&tbl=gln_edit&no=1313,186,[M. d’Ennetière],Guerre et deslivrance de la ville de Geneve,"[Ge], [W. Koeln].",1536,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=186&tbl=gln_edit&no=1436,187,Enseignement,"Enseignement tresutile tiré de la saincte Escriture, pour fortifier la personne à voulentiers mourir.","[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=187&tbl=gln_edit&no=5701,188,Épître,Epistre catholique de sainct Jaques avec une exposition breve et bien facile,"Ge, J. Girard.",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=188&tbl=gln_edit&no=1349,189,Épître,Epistre catholique de sainct Jaques avec une exposition breve et bien facile.,"[Ge], [J. Girard].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=189&tbl=gln_edit&no=1241,190,Épître,Epistre consolatoire envoyée par un homme fidele à une sienne sœur souffrant persecution pour Christ,"[Ge ?], s.n..",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=190&tbl=gln_edit&no=5013,191,Exhortation,Exhortation sur ces sainctes parolles de N. S. Jesu. Retournez vous et croyez à l'evangile.,"[Ge ?], [P. de Vingle].",[1534 ?],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=191&tbl=gln_edit&no=1350,192,Exhortation,"Exhortation tresutile sur les sainctes parolles de nostre Seigneur Jesus, Retournez vous et croyez à l'Evangile.","[Ge], [J. Girard].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=192&tbl=gln_edit&no=1382,193,Exposition,Exposition des articles de la Foy et Religion Chrestienne.,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=193&tbl=gln_edit&no=1351,194,Exposition,Exposition sur les articles de la foy et religion chrestienne.,"[Ge], [J. Girard].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=194&tbl=gln_edit&no=1310,195,Extrait,Extrait d'aucuns registres trouvés en la tresourie de Poligny touchant la mayson de Bourgoigne.,"Ge, G. Pomard.",1535,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=195&tbl=gln_edit&no=1312,196,[G. Farel],Conclusiones Lausanne disputande. Les conclusions qui doibvent estre disputees a Lausanne,"[Ge], [W. Koeln].",[1536],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=196&tbl=gln_edit&no=7,197,[G. Farel],Confession de la foy,"[Ge], [W. Koeln].",1537,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=197&tbl=gln_edit&no=1315,198,[G. Farel],Confession de la Foy.,"[Ge], [W. Koeln].",[1536],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=198&tbl=gln_edit&no=1383,199,G. Farel,Epistre envoyée au duc de Lorraine,"Ge, J. Girard.",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=199&tbl=gln_edit&no=1437,200,G. Farel,Epistre envoyée au duc de Lorraine,"Ge, J. Girard.",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=200&tbl=gln_edit&no=1407,201,G. Farel,Epistre envoyée aux reliques de la dissipation de l'Antechrist,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=201&tbl=gln_edit&no=1408,202,G. Farel,Epistre exhortatoire à tous ceux qui ont congnoissance de l'Evangile.,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=202&tbl=gln_edit&no=1438,203,G. Farel,Forme d'oraison pour demander à Dieu la saincte predication de l'Evangile.,"Ge, J. Girard.",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=203&tbl=gln_edit&no=1496,204,G. Farel,Glaive de la parolle veritable.,"Ge, J. Girard.",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=204&tbl=gln_edit&no=1321,205,[G. Farel],Ordre et maniere qu'on tient en administrant les sainctz sacremens.,"[Ge], J. Michel.",1538,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=205&tbl=gln_edit&no=6517,206,[G. Farel],Pater noster et le Credo en francoys,"[Ge], [W. Koeln].",[± 1536],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=206&tbl=gln_edit&no=1384,207,G. Farel,Seconde epistre envoyée au docteur Pierre Caroly,"Ge, J. Girard.",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=207&tbl=gln_edit&no=1365,208,[G. Farel],"Summaire et briefve declaration. Item, ung traicte du Purgatoire.","[Ge], [J. Michel].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=208&tbl=gln_edit&no=1363,209,G. Farel,Summaire.,"[Ge], [J. Girard].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=209&tbl=gln_edit&no=1364,210,[G. Farel],Summaire.,"[Ge], [J. Girard].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=210&tbl=gln_edit&no=1385,211,[G. Farel],Tres sainte oraison que nostre Seigneur Jesus Christ a baillé à ses Apostres.,"[Ge], J. Girard.",1543,
